"","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir"
"15774","MACE HEAD",2017,10,20,5,2017-10-20 05:00:00,0,8.7,70,1002.9,6,320
"15775","MACE HEAD",2017,10,20,6,2017-10-20 06:00:00,0,6.8,78,1003,3,70
"15776","MACE HEAD",2017,10,20,7,2017-10-20 07:00:00,0,7.4,75,1002.8,6,100
"15777","MACE HEAD",2017,10,20,8,2017-10-20 08:00:00,0,7.5,84,1002.1,8,110
"15778","MACE HEAD",2017,10,20,9,2017-10-20 09:00:00,0,8.5,77,1000.7,10,100
"15779","MACE HEAD",2017,10,20,10,2017-10-20 10:00:00,0,10,73,1000.3,14,100
"15780","MACE HEAD",2017,10,20,11,2017-10-20 11:00:00,0.1,9.3,78,998.2,18,120
"15781","MACE HEAD",2017,10,20,12,2017-10-20 12:00:00,0.3,8.8,76,996.7,23,120
"15782","MACE HEAD",2017,10,20,13,2017-10-20 13:00:00,3.5,8.1,89,994.3,26,120
"15783","MACE HEAD",2017,10,20,14,2017-10-20 14:00:00,2.9,8.9,93,991.5,26,110
"15784","MACE HEAD",2017,10,20,15,2017-10-20 15:00:00,1,10.3,93,989.5,26,120
"15785","MACE HEAD",2017,10,20,16,2017-10-20 16:00:00,0.6,11.7,92,988,26,130
"15786","MACE HEAD",2017,10,20,17,2017-10-20 17:00:00,0,12.7,90,986.6,23,140
"15787","MACE HEAD",2017,10,20,18,2017-10-20 18:00:00,0,13,88,985.1,22,140
"15788","MACE HEAD",2017,10,20,19,2017-10-20 19:00:00,0,12.8,84,983.8,24,130
"15789","MACE HEAD",2017,10,20,20,2017-10-20 20:00:00,0,12.5,86,982.5,26,140
"15790","MACE HEAD",2017,10,20,21,2017-10-20 21:00:00,0.1,12.6,84,981.4,24,140
"15791","MACE HEAD",2017,10,20,22,2017-10-20 22:00:00,0,12.2,84,980,23,140
"15792","MACE HEAD",2017,10,20,23,2017-10-20 23:00:00,0.3,11.6,91,978.7,26,140
"15793","MACE HEAD",2017,10,21,0,2017-10-21,0.1,11.8,89,977.4,26,140
"15794","MACE HEAD",2017,10,21,1,2017-10-21 01:00:00,0.9,11.4,91,975.9,27,140
"15795","MACE HEAD",2017,10,21,2,2017-10-21 02:00:00,0.9,11.5,92,974,28,140
"15796","MACE HEAD",2017,10,21,3,2017-10-21 03:00:00,4.3,12.1,95,971.4,27,140
"15797","MACE HEAD",2017,10,21,4,2017-10-21 04:00:00,1.3,12.4,95,967.4,26,140
"15798","MACE HEAD",2017,10,21,5,2017-10-21 05:00:00,0.4,12.8,96,967.9,11,180
"15799","MACE HEAD",2017,10,21,6,2017-10-21 06:00:00,0.3,11.7,93,973.5,22,330
"15800","MACE HEAD",2017,10,21,7,2017-10-21 07:00:00,0,11.8,93,978.5,28,310
"15801","MACE HEAD",2017,10,21,8,2017-10-21 08:00:00,0.4,12.2,91,982.4,28,310
"15802","MACE HEAD",2017,10,21,9,2017-10-21 09:00:00,0,12.7,88,985.4,30,310
"15803","MACE HEAD",2017,10,21,10,2017-10-21 10:00:00,0.1,12.8,87,987.7,29,310
"15804","MACE HEAD",2017,10,21,11,2017-10-21 11:00:00,0,12.9,83,990,32,310
"15805","MACE HEAD",2017,10,21,12,2017-10-21 12:00:00,0.1,11.3,88,993,38,310
"15806","MACE HEAD",2017,10,21,13,2017-10-21 13:00:00,0,11.4,85,994.7,40,300
"15807","MACE HEAD",2017,10,21,14,2017-10-21 14:00:00,0.1,11.2,85,997,40,300
"15808","MACE HEAD",2017,10,21,15,2017-10-21 15:00:00,0.2,10.6,89,999.1,40,300
"15809","MACE HEAD",2017,10,21,16,2017-10-21 16:00:00,0.3,10.7,86,1001.3,37,310
"15810","MACE HEAD",2017,10,21,17,2017-10-21 17:00:00,1,10.8,80,1002.8,37,310
"15811","MACE HEAD",2017,10,21,18,2017-10-21 18:00:00,0.1,10.8,73,1004.2,38,300
"15812","MACE HEAD",2017,10,21,19,2017-10-21 19:00:00,0,10.6,77,1005.9,37,300
"15813","MACE HEAD",2017,10,21,20,2017-10-21 20:00:00,0.3,9.1,82,1007.4,36,300
"15814","MACE HEAD",2017,10,21,21,2017-10-21 21:00:00,0.1,10.1,70,1008.4,38,300
"15815","MACE HEAD",2017,10,21,22,2017-10-21 22:00:00,0,10.6,69,1009.2,34,300
"15816","MACE HEAD",2017,10,21,23,2017-10-21 23:00:00,0,10.2,65,1010.2,32,300
"15817","MACE HEAD",2017,10,22,0,2017-10-22,0,10.4,67,1010.8,31,300
"15818","MACE HEAD",2017,10,22,1,2017-10-22 01:00:00,0,10.4,64,1011.5,32,300
"15819","MACE HEAD",2017,10,22,2,2017-10-22 02:00:00,0.1,10.2,80,1012.4,29,300
"15820","MACE HEAD",2017,10,22,3,2017-10-22 03:00:00,0,10.9,76,1012.7,26,310
"15821","MACE HEAD",2017,10,22,4,2017-10-22 04:00:00,0,11.2,81,1013.3,27,290
"15822","MACE HEAD",2017,10,22,5,2017-10-22 05:00:00,0,11.4,81,1013.4,28,280
"15823","MACE HEAD",2017,10,22,6,2017-10-22 06:00:00,0.2,11.3,86,1013.6,27,280
"15824","MACE HEAD",2017,10,22,7,2017-10-22 07:00:00,0.3,10.7,89,1014,26,280
"15825","MACE HEAD",2017,10,22,8,2017-10-22 08:00:00,0.4,11.4,84,1014.4,26,280
"15826","MACE HEAD",2017,10,22,9,2017-10-22 09:00:00,0,11.9,80,1014.9,26,280
"15827","MACE HEAD",2017,10,22,10,2017-10-22 10:00:00,0,12.2,71,1015,24,270
"15828","MACE HEAD",2017,10,22,11,2017-10-22 11:00:00,0,11.9,77,1015.3,21,260
"15829","MACE HEAD",2017,10,22,12,2017-10-22 12:00:00,0,12,82,1015.6,16,260
"15830","MACE HEAD",2017,10,22,13,2017-10-22 13:00:00,0,12.8,79,1015,15,240
"15831","MACE HEAD",2017,10,22,14,2017-10-22 14:00:00,0,12.6,82,1014.2,16,220
"15832","MACE HEAD",2017,10,22,15,2017-10-22 15:00:00,0,12.7,82,1013.6,18,210
"15833","MACE HEAD",2017,10,22,16,2017-10-22 16:00:00,0,12.7,85,1013,19,200
"15834","MACE HEAD",2017,10,22,17,2017-10-22 17:00:00,0,12.8,86,1012.4,19,190
"15835","MACE HEAD",2017,10,22,18,2017-10-22 18:00:00,0.3,12.2,93,1011.5,20,190
"15836","MACE HEAD",2017,10,22,19,2017-10-22 19:00:00,0.2,12.2,95,1010.7,22,180
"15837","MACE HEAD",2017,10,22,20,2017-10-22 20:00:00,1.8,12.2,96,1009.4,19,160
"15838","MACE HEAD",2017,10,22,21,2017-10-22 21:00:00,2.8,12.3,96,1008.8,19,160
"15839","MACE HEAD",2017,10,22,22,2017-10-22 22:00:00,2,12.3,97,1008.2,18,160
"15840","MACE HEAD",2017,10,22,23,2017-10-22 23:00:00,1.5,12.8,97,1007.6,19,170
"15841","MACE HEAD",2017,10,23,0,2017-10-23,0.8,13.1,97,1007,20,170
"15842","MACE HEAD",2017,10,23,1,2017-10-23 01:00:00,0.3,13.4,97,1006.8,18,190
"15843","MACE HEAD",2017,10,23,2,2017-10-23 02:00:00,0,13.5,98,1007.1,16,210
"15844","MACE HEAD",2017,10,23,3,2017-10-23 03:00:00,0,13.3,98,1007.3,17,220
"15845","MACE HEAD",2017,10,23,4,2017-10-23 04:00:00,0,13.1,98,1007.6,16,230
"15846","MACE HEAD",2017,10,23,5,2017-10-23 05:00:00,0,12.8,96,1007.9,17,230
"15847","MACE HEAD",2017,10,23,6,2017-10-23 06:00:00,0,13,95,1008.3,15,220
"15848","MACE HEAD",2017,10,23,7,2017-10-23 07:00:00,0,13.2,94,1008.4,18,220
"15849","MACE HEAD",2017,10,23,8,2017-10-23 08:00:00,0,13.3,92,1008.8,17,220
"15850","MACE HEAD",2017,10,23,9,2017-10-23 09:00:00,0.1,13.4,91,1009,16,210
"15851","MACE HEAD",2017,10,23,10,2017-10-23 10:00:00,0,13.3,90,1009.3,17,210
"15852","MACE HEAD",2017,10,23,11,2017-10-23 11:00:00,0,11.8,92,1009.8,19,240
"15853","MACE HEAD",2017,10,23,12,2017-10-23 12:00:00,0.3,12.3,94,1010.3,17,230
"15854","MACE HEAD",2017,10,23,13,2017-10-23 13:00:00,0,13.3,92,1010.5,14,230
"15855","MACE HEAD",2017,10,23,14,2017-10-23 14:00:00,0,13.6,88,1010.5,15,240
"15856","MACE HEAD",2017,10,23,15,2017-10-23 15:00:00,0,13.5,86,1010.5,17,240
"15857","MACE HEAD",2017,10,23,16,2017-10-23 16:00:00,0,13.1,88,1010.8,16,230
"15858","MACE HEAD",2017,10,23,17,2017-10-23 17:00:00,0,12.8,89,1010.8,17,230
"15859","MACE HEAD",2017,10,23,18,2017-10-23 18:00:00,0,12.6,90,1011.2,17,220
"15860","MACE HEAD",2017,10,23,19,2017-10-23 19:00:00,0,12.5,91,1010.6,17,210
"15861","MACE HEAD",2017,10,23,20,2017-10-23 20:00:00,0,12.6,92,1010,17,190
"15862","MACE HEAD",2017,10,23,21,2017-10-23 21:00:00,0,12.8,91,1010.5,18,190
"15863","MACE HEAD",2017,10,23,22,2017-10-23 22:00:00,0.3,12.6,93,1009.5,18,180
"15864","MACE HEAD",2017,10,23,23,2017-10-23 23:00:00,0,12.5,90,1008.7,17,170
"15865","MACE HEAD",2017,10,24,0,2017-10-24,0,12.3,86,1007.3,16,160
"15866","MACE HEAD",2017,10,24,1,2017-10-24 01:00:00,0.6,11.7,88,1006.4,17,150
"15867","MACE HEAD",2017,10,24,2,2017-10-24 02:00:00,2.6,11.7,94,1005.8,16,160
"15868","MACE HEAD",2017,10,24,3,2017-10-24 03:00:00,0.6,12.3,96,1004.9,11,150
"15869","MACE HEAD",2017,10,24,4,2017-10-24 04:00:00,1.2,13.8,96,1004.5,15,220
"15870","MACE HEAD",2017,10,24,5,2017-10-24 05:00:00,0,13.2,96,1005.3,20,230
"15871","MACE HEAD",2017,10,24,6,2017-10-24 06:00:00,0.2,13.2,94,1006.4,17,240
"15872","MACE HEAD",2017,10,24,7,2017-10-24 07:00:00,0,13,93,1007.2,19,240
"15873","MACE HEAD",2017,10,24,8,2017-10-24 08:00:00,0,12.9,90,1008,19,240
"15874","MACE HEAD",2017,10,24,9,2017-10-24 09:00:00,0,13,88,1008.8,19,230
"15875","MACE HEAD",2017,10,24,10,2017-10-24 10:00:00,0,13.2,87,1009.2,17,230
"15876","MACE HEAD",2017,10,24,11,2017-10-24 11:00:00,0,13.6,88,1009.3,17,220
"15877","MACE HEAD",2017,10,24,12,2017-10-24 12:00:00,0,13.6,90,1009.3,19,210
"15878","MACE HEAD",2017,10,24,13,2017-10-24 13:00:00,0.4,13.3,92,1009.9,20,220
"15879","MACE HEAD",2017,10,24,14,2017-10-24 14:00:00,0,13.1,91,1009.6,18,230
"15880","MACE HEAD",2017,10,24,15,2017-10-24 15:00:00,0.2,12.3,81,1009.3,18,230
"15881","MACE HEAD",2017,10,24,16,2017-10-24 16:00:00,0.6,11.3,83,1009.1,18,220
"15882","MACE HEAD",2017,10,24,17,2017-10-24 17:00:00,0.8,11.3,84,1009.1,16,220
"15883","MACE HEAD",2017,10,24,18,2017-10-24 18:00:00,0.4,11.1,85,1009.2,15,220
"15884","MACE HEAD",2017,10,24,19,2017-10-24 19:00:00,0.4,11.1,87,1009.1,16,210
"15885","MACE HEAD",2017,10,24,20,2017-10-24 20:00:00,0,11.5,86,1009.3,18,210
"15886","MACE HEAD",2017,10,24,21,2017-10-24 21:00:00,0,12.1,86,1009.6,18,230
"15887","MACE HEAD",2017,10,24,22,2017-10-24 22:00:00,0,12.3,86,1009.8,20,230
"15888","MACE HEAD",2017,10,24,23,2017-10-24 23:00:00,0,12.6,87,1010.1,21,230
"15889","MACE HEAD",2017,10,25,0,2017-10-25,0,12.6,87,1010.8,21,230
"15890","MACE HEAD",2017,10,25,1,2017-10-25 01:00:00,0,12.5,86,1011.4,19,240
"15891","MACE HEAD",2017,10,25,2,2017-10-25 02:00:00,0,12.4,84,1011.8,22,250
"15892","MACE HEAD",2017,10,25,3,2017-10-25 03:00:00,0,12.2,83,1012.2,22,240
"15893","MACE HEAD",2017,10,25,4,2017-10-25 04:00:00,0,12.3,82,1012.6,22,250
"15894","MACE HEAD",2017,10,25,5,2017-10-25 05:00:00,0,12.1,78,1013.2,21,250
"15895","MACE HEAD",2017,10,25,6,2017-10-25 06:00:00,0,12.1,79,1013.8,20,250
"15896","MACE HEAD",2017,10,25,7,2017-10-25 07:00:00,0,12,83,1014.5,19,240
"15897","MACE HEAD",2017,10,25,8,2017-10-25 08:00:00,0,11.3,87,1015.5,21,250
"15898","MACE HEAD",2017,10,25,9,2017-10-25 09:00:00,0,12.3,81,1016,17,240
"15899","MACE HEAD",2017,10,25,10,2017-10-25 10:00:00,0,12.9,80,1016.7,18,240
"15900","MACE HEAD",2017,10,25,11,2017-10-25 11:00:00,0,12.9,80,1017.3,18,240
"15901","MACE HEAD",2017,10,25,12,2017-10-25 12:00:00,0,13,78,1017.4,17,230
"15902","MACE HEAD",2017,10,25,13,2017-10-25 13:00:00,0,13.1,75,1017.6,17,230
"15903","MACE HEAD",2017,10,25,14,2017-10-25 14:00:00,0,13.4,78,1017.9,15,230
"15904","MACE HEAD",2017,10,25,15,2017-10-25 15:00:00,0,13.2,82,1018.1,15,220
"15905","MACE HEAD",2017,10,25,16,2017-10-25 16:00:00,0,12.9,82,1018.4,16,230
"15906","MACE HEAD",2017,10,25,17,2017-10-25 17:00:00,0,12.8,78,1018.5,16,230
"15907","MACE HEAD",2017,10,25,18,2017-10-25 18:00:00,0,12.4,83,1018.9,15,240
"15908","MACE HEAD",2017,10,25,19,2017-10-25 19:00:00,0,12.6,83,1019.3,11,230
"15909","MACE HEAD",2017,10,25,20,2017-10-25 20:00:00,0,12.7,81,1019.4,10,220
"15910","MACE HEAD",2017,10,25,21,2017-10-25 21:00:00,0,12.7,88,1020,7,210
"15911","MACE HEAD",2017,10,25,22,2017-10-25 22:00:00,0,12.2,88,1020.1,7,200
"15912","MACE HEAD",2017,10,25,23,2017-10-25 23:00:00,0,12.3,88,1020.3,6,190
"15913","MACE HEAD",2017,10,26,0,2017-10-26,0,12.2,89,1020.5,5,180
"15914","MACE HEAD",2017,10,26,1,2017-10-26 01:00:00,0.3,11.9,91,1020.4,7,170
"15915","MACE HEAD",2017,10,26,2,2017-10-26 02:00:00,0.6,11.3,93,1020.7,4,120
"15916","MACE HEAD",2017,10,26,3,2017-10-26 03:00:00,0.6,11,95,1020.4,4,80
"15917","MACE HEAD",2017,10,26,4,2017-10-26 04:00:00,0,11,95,1020.3,6,100
"15918","MACE HEAD",2017,10,26,5,2017-10-26 05:00:00,0.1,11.2,95,1020.5,6,100
"15919","MACE HEAD",2017,10,26,6,2017-10-26 06:00:00,0.1,11.1,96,1021.1,6,110
"15920","MACE HEAD",2017,10,26,7,2017-10-26 07:00:00,0.5,10.9,96,1022,5,80
"15921","MACE HEAD",2017,10,26,8,2017-10-26 08:00:00,0.4,10.8,96,1022.5,5,70
"15922","MACE HEAD",2017,10,26,9,2017-10-26 09:00:00,0.3,11.4,96,1022.8,5,60
"15923","MACE HEAD",2017,10,26,10,2017-10-26 10:00:00,0,12,96,1023.4,4,70
"15924","MACE HEAD",2017,10,26,11,2017-10-26 11:00:00,0,12.4,93,1023.9,6,70
"15925","MACE HEAD",2017,10,26,12,2017-10-26 12:00:00,0,13.3,90,1024,6,80
"15926","MACE HEAD",2017,10,26,13,2017-10-26 13:00:00,0,13.9,87,1024.2,8,80
"15927","MACE HEAD",2017,10,26,14,2017-10-26 14:00:00,0,14.2,86,1024.5,9,90
"15928","MACE HEAD",2017,10,26,15,2017-10-26 15:00:00,0,13.7,83,1025.4,8,90
"15929","MACE HEAD",2017,10,26,16,2017-10-26 16:00:00,0,13.7,82,1026.1,6,70
"15930","MACE HEAD",2017,10,26,17,2017-10-26 17:00:00,0,12.1,86,1026.6,6,90
"15931","MACE HEAD",2017,10,26,18,2017-10-26 18:00:00,0,10.6,88,1027.3,6,70
"15932","MACE HEAD",2017,10,26,19,2017-10-26 19:00:00,0,9.8,89,1028.4,8,70
"15933","MACE HEAD",2017,10,26,20,2017-10-26 20:00:00,0,10,90,1029,8,60
"15934","MACE HEAD",2017,10,26,21,2017-10-26 21:00:00,0,10.1,89,1029.8,9,60
"15935","MACE HEAD",2017,10,26,22,2017-10-26 22:00:00,0,9.2,88,1030.7,7,70
"15936","MACE HEAD",2017,10,26,23,2017-10-26 23:00:00,0,8.9,87,1031.2,7,80
"15937","MACE HEAD",2017,10,27,0,2017-10-27,0,8.1,87,1031.5,7,80
"15938","MACE HEAD",2017,10,27,1,2017-10-27 01:00:00,0,8.4,88,1031.8,9,80
"15939","MACE HEAD",2017,10,27,2,2017-10-27 02:00:00,0,8.1,89,1032,9,70
"15940","MACE HEAD",2017,10,27,3,2017-10-27 03:00:00,0,8.2,89,1032.5,8,70
"15941","MACE HEAD",2017,10,27,4,2017-10-27 04:00:00,0,8,89,1033,6,80
"15942","MACE HEAD",2017,10,27,5,2017-10-27 05:00:00,0,8.7,87,1033.7,3,60
"15943","MACE HEAD",2017,10,27,6,2017-10-27 06:00:00,0,6.8,88,1034.4,4,70
"15944","MACE HEAD",2017,10,27,7,2017-10-27 07:00:00,0,7,90,1034.7,7,70
"15945","MACE HEAD",2017,10,27,8,2017-10-27 08:00:00,0,8,91,1035.3,5,100
"15946","MACE HEAD",2017,10,27,9,2017-10-27 09:00:00,0,9.3,88,1035.5,4,80
"15947","MACE HEAD",2017,10,27,10,2017-10-27 10:00:00,0,10.8,85,1035.7,8,100
"15948","MACE HEAD",2017,10,27,11,2017-10-27 11:00:00,0,11.4,85,1035.7,9,120
"15949","MACE HEAD",2017,10,27,12,2017-10-27 12:00:00,0,12.7,79,1036,8,110
"15950","MACE HEAD",2017,10,27,13,2017-10-27 13:00:00,0,13,79,1036.1,8,120
"15951","MACE HEAD",2017,10,27,14,2017-10-27 14:00:00,0,13.5,76,1036,6,120
"15952","MACE HEAD",2017,10,27,15,2017-10-27 15:00:00,0,13.5,73,1035.9,6,130
"15953","MACE HEAD",2017,10,27,16,2017-10-27 16:00:00,0,12.4,81,1035.8,6,180
"15954","MACE HEAD",2017,10,27,17,2017-10-27 17:00:00,0,12.2,86,1035.4,5,180
"15955","MACE HEAD",2017,10,27,18,2017-10-27 18:00:00,0,12.1,89,1035.3,6,200
"15956","MACE HEAD",2017,10,27,19,2017-10-27 19:00:00,0,12.5,91,1035.7,5,230
"15957","MACE HEAD",2017,10,27,20,2017-10-27 20:00:00,0,12.7,91,1035.8,10,260
"15958","MACE HEAD",2017,10,27,21,2017-10-27 21:00:00,0,12.7,91,1035.3,9,240
"15959","MACE HEAD",2017,10,27,22,2017-10-27 22:00:00,0,12.7,91,1035,10,240
"15960","MACE HEAD",2017,10,27,23,2017-10-27 23:00:00,0,12.6,92,1034.7,12,240
"15961","MACE HEAD",2017,10,28,0,2017-10-28,0,12.6,93,1034.4,11,250
"15962","MACE HEAD",2017,10,28,1,2017-10-28 01:00:00,0,12.7,91,1033.7,11,250
"15963","MACE HEAD",2017,10,28,2,2017-10-28 02:00:00,0,13,91,1033.6,8,250
"15964","MACE HEAD",2017,10,28,3,2017-10-28 03:00:00,0,12.6,94,1032.8,9,260
"15965","MACE HEAD",2017,10,28,4,2017-10-28 04:00:00,0,12.6,94,1032.2,13,250
"15966","MACE HEAD",2017,10,28,5,2017-10-28 05:00:00,0,12.5,95,1032.1,13,260
"15967","MACE HEAD",2017,10,28,6,2017-10-28 06:00:00,0,12.6,96,1031.7,10,260
"15968","MACE HEAD",2017,10,28,7,2017-10-28 07:00:00,0,12.5,96,1031.2,10,240
"15969","MACE HEAD",2017,10,28,8,2017-10-28 08:00:00,0.1,12.7,97,1030.9,13,230
"15970","MACE HEAD",2017,10,28,9,2017-10-28 09:00:00,0,12.8,96,1031.1,12,240
"15971","MACE HEAD",2017,10,28,10,2017-10-28 10:00:00,0,13,96,1030.9,12,240
"15972","MACE HEAD",2017,10,28,11,2017-10-28 11:00:00,0,13,96,1030.7,13,250
"15973","MACE HEAD",2017,10,28,12,2017-10-28 12:00:00,0,13.1,97,1030.3,13,250
"15974","MACE HEAD",2017,10,28,13,2017-10-28 13:00:00,0,13.2,97,1029.7,14,250
"15975","MACE HEAD",2017,10,28,14,2017-10-28 14:00:00,0,13.1,98,1028.9,12,260
"15976","MACE HEAD",2017,10,28,15,2017-10-28 15:00:00,0,13.1,98,1028.4,11,270
"15977","MACE HEAD",2017,10,28,16,2017-10-28 16:00:00,0,13.1,98,1027.9,10,270
"15978","MACE HEAD",2017,10,28,17,2017-10-28 17:00:00,0,13,98,1027.6,12,270
"15979","MACE HEAD",2017,10,28,18,2017-10-28 18:00:00,0,13.1,98,1027.6,12,260
"15980","MACE HEAD",2017,10,28,19,2017-10-28 19:00:00,0,13.2,97,1027.9,16,280
"15981","MACE HEAD",2017,10,28,20,2017-10-28 20:00:00,0,13.2,98,1027.7,16,280
"15982","MACE HEAD",2017,10,28,21,2017-10-28 21:00:00,0,13.1,97,1027.5,17,290
"15983","MACE HEAD",2017,10,28,22,2017-10-28 22:00:00,0,13.1,98,1027.6,19,290
"15984","MACE HEAD",2017,10,28,23,2017-10-28 23:00:00,0,13,97,1027.4,17,300
"15985","MACE HEAD",2017,10,29,0,2017-10-29,0,13,97,1027.2,17,300
"15986","MACE HEAD",2017,10,29,1,2017-10-29 01:00:00,0,12.9,97,1027.1,18,300
"15987","MACE HEAD",2017,10,29,2,2017-10-29 02:00:00,0,12.7,97,1027,18,300
"15988","MACE HEAD",2017,10,29,3,2017-10-29 03:00:00,0,12.6,97,1026.9,18,310
"15989","MACE HEAD",2017,10,29,4,2017-10-29 04:00:00,0,12.4,97,1027,17,310
"15990","MACE HEAD",2017,10,29,5,2017-10-29 05:00:00,0,12.3,96,1027.3,19,310
"15991","MACE HEAD",2017,10,29,6,2017-10-29 06:00:00,0,12,96,1027.8,17,320
"15992","MACE HEAD",2017,10,29,7,2017-10-29 07:00:00,0,12.1,96,1028.2,17,320
"15993","MACE HEAD",2017,10,29,8,2017-10-29 08:00:00,0,11.6,93,1028.5,15,320
"15994","MACE HEAD",2017,10,29,9,2017-10-29 09:00:00,0,11.9,88,1029.3,16,320
"15995","MACE HEAD",2017,10,29,10,2017-10-29 10:00:00,0,12.4,86,1029.8,12,330
"15996","MACE HEAD",2017,10,29,11,2017-10-29 11:00:00,0,13,84,1030.1,9,340
"15997","MACE HEAD",2017,10,29,12,2017-10-29 12:00:00,0,13,83,1030.3,9,340
"15998","MACE HEAD",2017,10,29,13,2017-10-29 13:00:00,0,13.2,83,1030,8,330
"15999","MACE HEAD",2017,10,29,14,2017-10-29 14:00:00,0,13.2,80,1029.9,7,310
"16000","MACE HEAD",2017,10,29,15,2017-10-29 15:00:00,0,12.9,78,1029.8,8,320
"16001","MACE HEAD",2017,10,29,16,2017-10-29 16:00:00,0,12.6,78,1029.7,8,320
"16002","MACE HEAD",2017,10,29,17,2017-10-29 17:00:00,0,11.7,82,1030,9,310
"16003","MACE HEAD",2017,10,29,18,2017-10-29 18:00:00,0,10.9,83,1030.2,7,310
"16004","MACE HEAD",2017,10,29,19,2017-10-29 19:00:00,0,9.4,88,1030.7,4,60
"16005","MACE HEAD",2017,10,29,20,2017-10-29 20:00:00,0,9.4,89,1030.9,7,100
"16006","MACE HEAD",2017,10,29,21,2017-10-29 21:00:00,0,8.9,89,1030.6,8,100
"16007","MACE HEAD",2017,10,29,22,2017-10-29 22:00:00,0,8.6,90,1030.9,7,110
"16008","MACE HEAD",2017,10,29,23,2017-10-29 23:00:00,0,8.6,89,1030.6,8,110
"16009","MACE HEAD",2017,10,30,0,2017-10-30,0,8.2,90,1030.2,8,100
"16010","MACE HEAD",2017,10,30,1,2017-10-30 01:00:00,0,8.3,90,1029.9,9,100
"16011","MACE HEAD",2017,10,30,2,2017-10-30 02:00:00,0,8.4,91,1029.6,8,100
"16012","MACE HEAD",2017,10,30,3,2017-10-30 03:00:00,0,8,92,1029.4,7,100
"16013","MACE HEAD",2017,10,30,4,2017-10-30 04:00:00,0,8.1,92,1029.1,7,110
"16014","MACE HEAD",2017,10,30,5,2017-10-30 05:00:00,0,8.4,94,1029.2,7,110
"16015","MACE HEAD",2017,10,30,6,2017-10-30 06:00:00,0,11,94,1028.7,7,110
"16016","MACE HEAD",2017,10,30,7,2017-10-30 07:00:00,0,11.6,95,1028.3,9,180
"16017","MACE HEAD",2017,10,30,8,2017-10-30 08:00:00,0.1,11.9,94,1028.4,12,180
"16018","MACE HEAD",2017,10,30,9,2017-10-30 09:00:00,0,12,94,1028.5,14,190
"16019","MACE HEAD",2017,10,30,10,2017-10-30 10:00:00,0,11.7,94,1028.4,15,190
"16020","MACE HEAD",2017,10,30,11,2017-10-30 11:00:00,0,11.9,94,1028.5,11,160
"16021","MACE HEAD",2017,10,30,12,2017-10-30 12:00:00,0,12.1,95,1028,12,180
"16022","MACE HEAD",2017,10,30,13,2017-10-30 13:00:00,0,12.6,93,1027.3,15,200
"16023","MACE HEAD",2017,10,30,14,2017-10-30 14:00:00,0,12.3,93,1027,17,210
"16024","MACE HEAD",2017,10,30,15,2017-10-30 15:00:00,0,12.2,94,1026.6,18,220
"16025","MACE HEAD",2017,10,30,16,2017-10-30 16:00:00,0,12.3,95,1026,17,210
"16026","MACE HEAD",2017,10,30,17,2017-10-30 17:00:00,0.1,12.3,95,1026,17,210
"16027","MACE HEAD",2017,10,30,18,2017-10-30 18:00:00,0.1,12.3,95,1026.1,18,210
"16028","MACE HEAD",2017,10,30,19,2017-10-30 19:00:00,0,12.2,96,1026.1,18,210
"16029","MACE HEAD",2017,10,30,20,2017-10-30 20:00:00,0.1,12.4,97,1025.6,17,210
"16030","MACE HEAD",2017,10,30,21,2017-10-30 21:00:00,0.1,12.4,97,1025.1,17,210
"16031","MACE HEAD",2017,10,30,22,2017-10-30 22:00:00,0.1,12.5,97,1024.9,19,210
"16032","MACE HEAD",2017,10,30,23,2017-10-30 23:00:00,0,12.6,97,1024.6,18,210
"16033","MACE HEAD",2017,10,31,0,2017-10-31,0.1,12.6,97,1024.1,17,200
"16034","MACE HEAD",2017,10,31,1,2017-10-31 01:00:00,0,12.7,96,1023.4,18,210
"16035","MACE HEAD",2017,10,31,2,2017-10-31 02:00:00,0,12.7,97,1023.1,16,210
"16036","MACE HEAD",2017,10,31,3,2017-10-31 03:00:00,0.2,12.7,97,1022.6,16,210
"16037","MACE HEAD",2017,10,31,4,2017-10-31 04:00:00,0,12.7,97,1022,16,210
"16038","MACE HEAD",2017,10,31,5,2017-10-31 05:00:00,0,12.7,97,1021.4,17,200
"16039","MACE HEAD",2017,10,31,6,2017-10-31 06:00:00,0,12.7,97,1020.8,17,200
"16040","MACE HEAD",2017,10,31,7,2017-10-31 07:00:00,0.1,12.8,96,1020.6,20,220
"16041","MACE HEAD",2017,10,31,8,2017-10-31 08:00:00,0.3,12.9,95,1020.9,20,220
"16042","MACE HEAD",2017,10,31,9,2017-10-31 09:00:00,0.1,12.9,95,1020.8,19,210
"16043","MACE HEAD",2017,10,31,10,2017-10-31 10:00:00,0,12.8,95,1021,18,210
"16044","MACE HEAD",2017,10,31,11,2017-10-31 11:00:00,0,12.8,96,1020.5,17,210
"16045","MACE HEAD",2017,10,31,12,2017-10-31 12:00:00,0,12.9,95,1019.8,19,200
"16046","MACE HEAD",2017,10,31,13,2017-10-31 13:00:00,0,13,94,1018.8,20,190
"16047","MACE HEAD",2017,10,31,14,2017-10-31 14:00:00,0,13.1,91,1019.3,21,190
"16048","MACE HEAD",2017,10,31,15,2017-10-31 15:00:00,0,13.1,91,1018.5,23,210
